-3.000000000000000000e+00 9.000000000000000000e+00 -7.000000000000000000e+00
-3.000000000000000000e+00 9.000000000000000000e+00 -7.000000000000000000e+00
-3.000000000000000000e+00 9.000000000000000000e+00 -7.000000000000000000e+00
-3.000000000000000000e+00 9.000000000000000000e+00 -7.000000000000000000e+00
-2.992665299880927332e+00 9.001464990912413811e+00 -7.010350085789188057e+00
-2.992665299880927332e+00 9.001464990912413811e+00 -7.010350085789188057e+00
-2.992665299880927332e+00 9.001464990912413811e+00 -7.010350085789188057e+00
-2.984008069222439996e+00 9.014277527555158542e+00 -7.003850645153282706e+00
-2.981412664213078934e+00 9.024942098490138065e+00 -6.996002202612437770e+00
-2.981412664213078934e+00 9.024942098490138065e+00 -6.996002202612437770e+00
-2.968303760895024013e+00 9.021269494359740904e+00 -7.003131107463143934e+00
-2.968648162519407219e+00 9.026369782017686916e+00 -6.997102737623977831e+00
-2.957914499539676445e+00 9.037327682572227516e+00 -7.001149440874002039e+00
-2.952494155466344861e+00 9.048184679919096141e+00 -7.003711273868195697e+00
-2.948073198583931465e+00 9.043059389259425984e+00 -6.994388426721188878e+00
-2.948073198583931465e+00 9.043059389259425984e+00 -6.994388426721188878e+00
-2.948073198583931465e+00 9.043059389259425984e+00 -6.994388426721188878e+00
-2.937145399733753326e+00 9.038971543333026659e+00 -6.998658148732123330e+00
-2.937145399733753326e+00 9.038971543333026659e+00 -6.998658148732123330e+00
-2.937145399733753326e+00 9.038971543333026659e+00 -6.998658148732123330e+00
-2.918539630898303816e+00 9.043943912641111638e+00 -7.002282484723944656e+00
-2.918539630898303816e+00 9.043943912641111638e+00 -7.002282484723944656e+00
-2.912339724745461211e+00 9.063502141679347091e+00 -6.990272500324229199e+00
-2.912339724745461211e+00 9.063502141679347091e+00 -6.990272500324229199e+00
-2.912339724745461211e+00 9.063502141679347091e+00 -6.990272500324229199e+00
-2.911080915149473203e+00 9.080893759520657582e+00 -7.011550097274430904e+00
-2.898886036633439023e+00 9.094655170178786108e+00 -7.029519437466756671e+00
-2.898886036633439023e+00 9.094655170178786108e+00 -7.029519437466756671e+00
-2.898886036633439023e+00 9.094655170178786108e+00 -7.029519437466756671e+00
-2.898886036633439023e+00 9.094655170178786108e+00 -7.029519437466756671e+00
-2.898886036633439023e+00 9.094655170178786108e+00 -7.029519437466756671e+00
-2.892356358576351205e+00 9.094420533401034845e+00 -7.036273023168980956e+00
-2.889436214706774919e+00 9.091073365065581058e+00 -7.041577417352740120e+00
-2.866053117234748537e+00 9.082609630061034167e+00 -7.041493426873813632e+00
-2.864515145731003631e+00 9.102702838469841851e+00 -7.024520246451672278e+00
-2.854735909951367834e+00 9.111891697381693689e+00 -7.030648287776495309e+00
-2.854735909951367834e+00 9.111891697381693689e+00 -7.030648287776495309e+00
-2.854735909951367834e+00 9.111891697381693689e+00 -7.030648287776495309e+00
-2.854735909951367834e+00 9.111891697381693689e+00 -7.030648287776495309e+00
-2.854735909951367834e+00 9.111891697381693689e+00 -7.030648287776495309e+00
-2.856260453502874608e+00 9.127280716509584835e+00 -7.025790907462398316e+00
-2.856260453502874608e+00 9.127280716509584835e+00 -7.025790907462398316e+00
-2.852350128590665612e+00 9.130069699200880962e+00 -7.023273637518474999e+00
-2.841267304578507069e+00 9.128203085020482277e+00 -7.012933926770606341e+00
-2.841267304578507069e+00 9.128203085020482277e+00 -7.012933926770606341e+00
-2.841267304578507069e+00 9.128203085020482277e+00 -7.012933926770606341e+00
-2.841267304578507069e+00 9.128203085020482277e+00 -7.012933926770606341e+00
-2.838527005754433841e+00 9.110193866370037696e+00 -7.011152840759835136e+00
-2.821987994068257954e+00 9.109996601222331236e+00 -7.011651310327644993e+00
-2.821987994068257954e+00 9.109996601222331236e+00 -7.011651310327644993e+00
-2.814477315629122511e+00 9.120280166279757239e+00 -7.010853861764594797e+00
-2.801702683226925839e+00 9.125899010185454685e+00 -7.025578052839763998e+00
-2.789653188979837495e+00 9.120591226034255428e+00 -7.036756606204551012e+00
-2.787282233086268324e+00 9.110983919682798415e+00 -7.059108093324452327e+00
-2.787282233086268324e+00 9.110983919682798415e+00 -7.059108093324452327e+00
-2.787282233086268324e+00 9.110983919682798415e+00 -7.059108093324452327e+00
-2.787282233086268324e+00 9.110983919682798415e+00 -7.059108093324452327e+00
-2.787282233086268324e+00 9.110983919682798415e+00 -7.059108093324452327e+00
-2.787716144045006672e+00 9.120488582684501466e+00 -7.057066800889150393e+00
-2.787716144045006672e+00 9.120488582684501466e+00 -7.057066800889150393e+00
-2.787716144045006672e+00 9.120488582684501466e+00 -7.057066800889150393e+00
-2.777171048208014970e+00 9.111986545876725074e+00 -7.063817304225855409e+00
-2.777171048208014970e+00 9.111986545876725074e+00 -7.063817304225855409e+00
-2.777171048208014970e+00 9.111986545876725074e+00 -7.063817304225855409e+00
-2.766369966206810638e+00 9.111680541707517733e+00 -7.064390609552503975e+00
-2.766369966206810638e+00 9.111680541707517733e+00 -7.064390609552503975e+00
-2.766369966206810638e+00 9.111680541707517733e+00 -7.064390609552503975e+00
-2.766369966206810638e+00 9.111680541707517733e+00 -7.064390609552503975e+00
-2.755383938016362944e+00 9.111401691310101469e+00 -7.038356115149756675e+00
-2.743949721864208158e+00 9.102242273089872882e+00 -7.048174555446928835e+00
